Transaction ID,Date,Project ID,Project Name,Department,Expense Category,Sub-Category,Vendor,Description,Amount,Payment Method,Status
197,2024-04-08,PROJ-002,Beta Test,Engineering,Software,Development Tools,CodeWare Inc.,New feature license,$150.00,Company Credit Card,Approved
198,2024-04-08,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Server upgrade,$500.00,Company Credit Card,Approved
199,2024-04-09,PROJ-003,Gamma Integration,Sales,Software,SaaS Subscription,Zoom,Annual subscription,$200.00,Bank Transfer,Approved
200,2024-04-09,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical supplies,$150.00,Company Credit Card,Approved
201,2024-04-10,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event staff catering,$450.00,Company Credit Card,Approved
202,2024-04-10,PROJ-002,Beta Test,Engineering,Travel,Meals,Diner,Team breakfast,$45.00,Petty Cash,Approved
203,2024-04-11,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee C,Bi-weekly salary,$3200.00,Bank Transfer,Approved
204,2024-04-11,PROJ-003,Gamma Integration,Sales,Travel,Flights,AeroJet Airlines,Client visit flight,$350.00,Company Credit Card,Approved
205,2024-04-12,PROJ-004,Delta R&D,Research,Payroll,Contractor,Lab Consultant,Additional consultation,$800.00,Bank Transfer,Approved
206,2024-04-12,PROJ-001,Alpha Launch,Marketing,Software,Design Tools,Design Suite Pro,Annual license fee,$1800.00,Bank Transfer,Approved
207,2024-04-13,PROJ-002,Beta Test,Engineering,Supplies,Office Supplies,Office Depot,Ergonomic keyboard,$85.00,Company Credit Card,Approved
208,2024-04-13,PROJ-005,Epsilon Dev,Engineering,Travel,Meals,Pizza Place,Late-night team dinner,$75.00,Company Credit Card,Approved
209,2024-04-14,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Staples,Whiteboard and markers,$90.00,Company Credit Card,Approved
210,2024-04-14,PROJ-004,Delta R&D,Research,Travel,Flights,FlyHigh Airlines,Flight for research trip,$520.00,Company Credit Card,Approved
211,2024-04-15,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Product launch event space,$5000.00,Bank Transfer,Approved
212,2024-04-15,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee D,Bi-weekly salary,$3500.00,Bank Transfer,Approved
213,2024-04-16,PROJ-005,Epsilon Dev,Engineering,Software,SaaS Subscription,Slack,Team communication tool,$80.00,Company Credit Card,Approved
214,2024-04-16,PROJ-003,Gamma Integration,Sales,Software,CRM,SalesForce,Monthly subscription,$150.00,Bank Transfer,Approved
215,2024-04-17,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
216,2024-04-17,PROJ-001,Alpha Launch,Marketing,Travel,Accommodation,Hilton,Hotel stay for a week,$1400.00,Company Credit Card,Approved
217,2024-04-18,PROJ-002,Beta Test,Engineering,Supplies,Hardware,Electro Parts,Wiring and connectors,$45.00,Petty Cash,Approved
218,2024-04-18,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Inn & Suites,Hotel for hackathon,$280.00,Company Credit Card,Approved
219,2024-04-19,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
220,2024-04-19,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee E,Bi-weekly salary,$2600.00,Bank Transfer,Approved
221,2024-04-20,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Press release distribution,$900.00,Bank Transfer,Approved
222,2024-04-20,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
223,2024-04-21,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
224,2024-04-21,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Annual renewal,$800.00,Bank Transfer,Approved
225,2024-04-22,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
226,2024-04-22,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
227,2024-04-23,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
228,2024-04-23,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,Bug tracking software,$50.00,Company Credit Card,Approved
229,2024-04-24,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Staples,Whiteboard markers,$20.00,Petty Cash,Approved
230,2024-04-24,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$95.00,Company Credit Card,Approved
231,2024-04-25,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
232,2024-04-25,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee F,Bi-weekly salary,$2900.00,Bank Transfer,Approved
233,2024-04-26,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
234,2024-04-26,PROJ-003,Gamma Integration,Sales,Software,CRM,SalesForce,Additional storage,$50.00,Bank Transfer,Approved
235,2024-04-27,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research,$550.00,Company Credit Card,Approved
236,2024-04-27,PROJ-001,Alpha Launch,Marketing,Supplies,Printed Materials,PrintShop,Product brochures,$450.00,Company Credit Card,Approved
237,2024-04-28,PROJ-002,Beta Test,Engineering,Software,Design Tools,SketchUp,Design software license,$450.00,Company Credit Card,Approved
238,2024-04-28,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee G,Bi-weekly salary,$3100.00,Bank Transfer,Approved
239,2024-04-29,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
240,2024-04-29,PROJ-004,Delta R&D,Research,Payroll,Contractor,Lab Consultant,Final consultation,$500.00,Bank Transfer,Approved
241,2024-04-30,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
242,2024-04-30,PROJ-002,Beta Test,Engineering,Travel,Meals,Diner,Team lunch,$55.00,Company Credit Card,Approved
243,2024-05-01,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
244,2024-05-01,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
245,2024-05-02,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
246,2024-05-02,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
247,2024-05-03,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
248,2024-05-03,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee H,Bi-weekly salary,$3000.00,Bank Transfer,Approved
249,2024-05-04,PROJ-003,Gamma Integration,Sales,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
250,2024-05-04,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemicals,$90.00,Company Credit Card,Approved
251,2024-05-05,PROJ-001,Alpha Launch,Marketing,Supplies,Promotional Items,PromoPlus,Swag bags,$250.00,Company Credit Card,Approved
252,2024-05-05,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee A,Bi-weekly salary,$2500.00,Bank Transfer,Approved
253,2024-05-06,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
254,2024-05-06,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
255,2024-05-07,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
256,2024-05-07,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
257,2024-05-08,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Inn & Suites,Hotel for vendor meeting,$200.00,Company Credit Card,Approved
258,2024-05-08,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,Bug tracking software,$50.00,Company Credit Card,Approved
259,2024-05-09,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent A,Quarterly commission,$1200.00,Bank Transfer,Approved
260,2024-05-09,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
261,2024-05-10,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
262,2024-05-10,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,Prototype components,$600.00,Company Credit Card,Approved
263,2024-05-11,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
264,2024-05-11,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
265,2024-05-12,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$120.00,Company Credit Card,Approved
266,2024-05-12,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
267,2024-05-13,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
268,2024-05-13,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee B,Bi-weekly salary,$2800.00,Bank Transfer,Approved
269,2024-05-14,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
270,2024-05-14,PROJ-004,Delta R&D,Research,Travel,Accommodation,Motel 6,Hotel for conference,$90.00,Company Credit Card,Approved
271,2024-05-15,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Annual renewal,$2500.00,Bank Transfer,Approved
272,2024-05-15,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
273,2024-05-16,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Inn & Suites,Hotel for hackathon,$280.00,Company Credit Card,Approved
274,2024-05-16,PROJ-003,Gamma Integration,Sales,Software,SaaS Subscription,Zoom,Quarterly renewal,$50.00,Company Credit Card,Approved
275,2024-05-17,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee C,Bi-weekly salary,$3200.00,Bank Transfer,Approved
276,2024-05-17,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
277,2024-05-18,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
278,2024-05-18,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
279,2024-05-19,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
280,2024-05-19,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Glassware and consumables,$120.00,Company Credit Card,Approved
281,2024-05-20,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
282,2024-05-20,PROJ-002,Beta Test,Engineering,Supplies,Hardware,Electro Parts,Wiring and connectors,$45.00,Petty Cash,Approved
283,2024-05-21,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee D,Bi-weekly salary,$3500.00,Bank Transfer,Approved
284,2024-05-21,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Staples,Whiteboard and markers,$90.00,Company Credit Card,Approved
285,2024-05-22,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
286,2024-05-22,PROJ-001,Alpha Launch,Marketing,Travel,Accommodation,Inn & Suites,Hotel for conference,$180.00,Company Credit Card,Approved
287,2024-05-23,PROJ-002,Beta Test,Engineering,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
288,2024-05-23,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
289,2024-05-24,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent B,Quarterly commission,$1500.00,Bank Transfer,Approved
290,2024-05-24,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical order,$90.00,Company Credit Card,Approved
291,2024-05-25,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
292,2024-05-25,PROJ-002,Beta Test,Engineering,Software,Design Tools,SketchUp,Design software license,$450.00,Company Credit Card,Approved
293,2024-05-26,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee E,Bi-weekly salary,$2600.00,Bank Transfer,Approved
294,2024-05-26,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Annual renewal,$800.00,Bank Transfer,Approved
295,2024-05-27,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
296,2024-05-27,PROJ-001,Alpha Launch,Marketing,Supplies,Printed Materials,PrintShop,Product brochures,$450.00,Company Credit Card,Approved
297,2024-05-28,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
298,2024-05-28,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
299,2024-05-29,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
300,2024-05-29,PROJ-004,Delta R&D,Research,Payroll,Contractor,Lab Consultant,Final consultation,$500.00,Bank Transfer,Approved
301,2024-05-30,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
302,2024-05-30,PROJ-002,Beta Test,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
303,2024-05-31,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee F,Bi-weekly salary,$2900.00,Bank Transfer,Approved
304,2024-05-31,PROJ-003,Gamma Integration,Sales,Software,CRM,SalesForce,Additional storage,$50.00,Bank Transfer,Approved
305,2024-06-01,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
306,2024-06-01,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
307,2024-06-02,PROJ-002,Beta Test,Engineering,Travel,Flights,FlyHigh Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
308,2024-06-02,PROJ-005,Epsilon Dev,Engineering,Software,SaaS Subscription,Slack,Team communication tool,$80.00,Company Credit Card,Approved
309,2024-06-03,PROJ-003,Gamma Integration,Sales,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
310,2024-06-03,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$120.00,Company Credit Card,Approved
311,2024-06-04,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
312,2024-06-04,PROJ-002,Beta Test,Engineering,Software,Development Tools,CodeWare Inc.,Bug tracking software,$50.00,Company Credit Card,Approved
313,2024-06-05,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee G,Bi-weekly salary,$3100.00,Bank Transfer,Approved
314,2024-06-05,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
315,2024-06-06,PROJ-004,Delta R&D,Research,Travel,Accommodation,Inn & Suites,Hotel for conference,$180.00,Company Credit Card,Approved
316,2024-06-06,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
317,2024-06-07,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
318,2024-06-07,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,New feature license,$150.00,Company Credit Card,Approved
319,2024-06-08,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
320,2024-06-08,PROJ-004,Delta R&D,Research,Payroll,Contractor,Data Analytics Corp.,Data analysis services,$2500.00,Bank Transfer,Approved
321,2024-06-09,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
322,2024-06-09,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee H,Bi-weekly salary,$3000.00,Bank Transfer,Approved
323,2024-06-10,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
324,2024-06-10,PROJ-003,Gamma Integration,Sales,Travel,Flights,AeroJet Airlines,Client visit flight,$350.00,Company Credit Card,Approved
325,2024-06-11,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
326,2024-06-11,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event staff catering,$450.00,Company Credit Card,Approved
327,2024-06-12,PROJ-002,Beta Test,Engineering,Software,SaaS Subscription,Jira,New user license,$25.00,Company Credit Card,Approved
328,2024-06-12,PROJ-005,Epsilon Dev,Engineering,Travel,Meals,Pizzeria,Late-night team dinner,$75.00,Company Credit Card,Approved
329,2024-06-13,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Staples,Whiteboard and markers,$90.00,Company Credit Card,Approved
330,2024-06-13,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee A,Bi-weekly salary,$2500.00,Bank Transfer,Approved
331,2024-06-14,PROJ-001,Alpha Launch,Marketing,Travel,Accommodation,Hilton,Hotel stay for conference,$1400.00,Company Credit Card,Approved
332,2024-06-14,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,Circuit boards for prototype,$780.20,Company Credit Card,Approved
333,2024-06-15,PROJ-005,Epsilon Dev,Engineering,Software,SaaS Subscription,Slack,Team communication tool,$80.00,Company Credit Card,Approved
334,2024-06-15,PROJ-003,Gamma Integration,Sales,Software,CRM,SalesForce,Monthly subscription,$150.00,Bank Transfer,Approved
335,2024-06-16,PROJ-004,Delta R&D,Research,Travel,Flights,FlyHigh Airlines,Flight for research trip,$520.00,Company Credit Card,Approved
336,2024-06-16,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
337,2024-06-17,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Inn & Suites,Hotel for vendor meeting,$200.00,Company Credit Card,Approved
338,2024-06-17,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee B,Bi-weekly salary,$2800.00,Bank Transfer,Approved
339,2024-06-18,PROJ-003,Gamma Integration,Sales,Marketing,Digital Ads,LinkedIn Ads,Targeted ad campaign,$750.00,Bank Transfer,Approved
340,2024-06-18,PROJ-004,Delta R&D,Research,Payroll,Contractor,Lab Consultant,Final consultation,$500.00,Bank Transfer,Approved
341,2024-06-19,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Press release distribution,$900.00,Bank Transfer,Approved
342,2024-06-19,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
343,2024-06-20,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
344,2024-06-20,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Annual renewal,$800.00,Bank Transfer,Approved
345,2024-06-21,PROJ-004,Delta R&D,Research,Travel,Accommodation,Grand Hotel,Research trip hotel stay,$300.00,Company Credit Card,Approved
346,2024-06-21,PROJ-001,Alpha Launch,Marketing,Supplies,Printed Materials,PrintShop,Product brochures,$450.00,Company Credit Card,Approved
347,2024-06-22,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee C,Bi-weekly salary,$3200.00,Bank Transfer,Approved
348,2024-06-22,PROJ-005,Epsilon Dev,Engineering,Travel,Meals,Steakhouse,Team dinner,$150.00,Company Credit Card,Approved
349,2024-06-23,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Staples,Whiteboard markers,$20.00,Petty Cash,Approved
350,2024-06-23,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Glassware and consumables,$120.00,Company Credit Card,Approved
351,2024-06-24,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
352,2024-06-24,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
353,2024-06-25,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee D,Bi-weekly salary,$3500.00,Bank Transfer,Approved
354,2024-06-25,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Hilton,Hotel stay for client visit,$250.00,Company Credit Card,Approved
355,2024-06-26,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
356,2024-06-26,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
357,2024-06-27,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
358,2024-06-27,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Inn & Suites,Hotel for hackathon,$280.00,Company Credit Card,Approved
359,2024-06-28,PROJ-003,Gamma Integration,Sales,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
360,2024-06-28,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research trip,$120.00,Company Credit Card,Approved
361,2024-06-29,PROJ-001,Alpha Launch,Marketing,Supplies,Promotional Items,PromoPlus,Swag bags,$250.00,Company Credit Card,Approved
362,2024-06-29,PROJ-002,Beta Test,Engineering,Software,Design Tools,SketchUp,Design software license,$450.00,Company Credit Card,Approved
363,2024-06-30,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee E,Bi-weekly salary,$2600.00,Bank Transfer,Approved
364,2024-06-30,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
365,2024-07-01,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
366,2024-07-01,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
367,2024-07-02,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Motel 6,Hotel stay for a night,$90.00,Company Credit Card,Approved
368,2024-07-02,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
369,2024-07-03,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent C,Quarterly commission,$1800.00,Bank Transfer,Approved
370,2024-07-03,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
371,2024-07-04,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
372,2024-07-04,PROJ-002,Beta Test,Engineering,Software,Development Tools,CodeWare Inc.,New feature license,$150.00,Company Credit Card,Approved
373,2024-07-05,PROJ-005,Epsilon Dev,Engineering,Travel,Meals,Steakhouse,Team dinner,$150.00,Company Credit Card,Approved
374,2024-07-05,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Hilton,Hotel stay for client visit,$250.00,Company Credit Card,Approved
375,2024-07-06,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
376,2024-07-06,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
377,2024-07-07,PROJ-002,Beta Test,Engineering,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
378,2024-07-07,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee F,Bi-weekly salary,$2900.00,Bank Transfer,Approved
379,2024-07-08,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
380,2024-07-08,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research trip,$120.00,Company Credit Card,Approved
381,2024-07-09,PROJ-001,Alpha Launch,Marketing,Supplies,Promotional Items,PromoPlus,Swag bags,$250.00,Company Credit Card,Approved
382,2024-07-09,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
383,2024-07-10,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Inn & Suites,Hotel for hackathon,$280.00,Company Credit Card,Approved
384,2024-07-10,PROJ-003,Gamma Integration,Sales,Software,SaaS Subscription,Zoom,Quarterly renewal,$50.00,Company Credit Card,Approved
385,2024-07-11,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee A,Bi-weekly salary,$2500.00,Bank Transfer,Approved
386,2024-07-11,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
387,2024-07-12,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
388,2024-07-12,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee B,Bi-weekly salary,$2800.00,Bank Transfer,Approved
389,2024-07-13,PROJ-003,Gamma Integration,Sales,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
390,2024-07-13,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
391,2024-07-14,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
392,2024-07-14,PROJ-002,Beta Test,Engineering,Software,Design Tools,SketchUp,Design software license,$450.00,Company Credit Card,Approved
393,2024-07-15,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
394,2024-07-15,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Staples,Whiteboard markers,$20.00,Petty Cash,Approved
395,2024-07-16,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$95.00,Company Credit Card,Approved
